filename	comment	preds	stripped_code
kemadz-monit-9b51725/src/validate.c	Validate a given process service s. Events are posted according to its configuration. In case of a fatal event false is returned.	2	"State_Type check_process(Service_T s) {
  ASSERT(s);
  State_Type rv = State_Succeeded;
  pid_t pid = ProcessTree_findProcess(s);
  if (!pid) {
    for (NonExist_T l = s->nonexistlist; l; l = l->next) {
      rv = State_Failed;
      Event_post(s, Event_NonExist, State_Failed, l->action,
                 ""process is not running"");
    }
    for (Exist_T l = s->existlist; l; l = l->next) {
      Event_post(s, Event_Exist, State_Succeeded, l->action,
                 ""process is not running"");
    }
    return rv;
  } else {
    for (NonExist_T l = s->nonexistlist; l; l = l->next) {
      Event_post(s, Event_NonExist, State_Succeeded, l->action,
                 ""process is running with pid %d"", (int)pid);
    }
    for (Exist_T l = s->existlist; l; l = l->next) {
      rv = State_Failed;
      Event_post(s, Event_Exist, State_Failed, l->action,
                 ""process is running with pid %d"", (int)pid);
    }
  }

  if (IS_EVENT_SET(s->error, Event_Exec))
    Event_post(s, Event_Exec, State_Succeeded, s->action_EXEC,
               ""process is running after previous exec error (slow starting or ""
               ""manually recovered?)"");
  if (IS_EVENT_SET(s->error, Event_Timeout))
    for (ActionRate_T ar = s->actionratelist; ar; ar = ar->next)
      Event_post(s, Event_Timeout, State_Succeeded, ar->action,
                 ""process is running after previous restart timeout (manually ""
                 ""recovered?)"");
  if (Run.flags & Run_ProcessEngineEnabled) {
    if (ProcessTree_updateProcess(s, pid)) {
      if (_checkProcessState(s) == State_Failed)
        rv = State_Failed;
      if (_checkProcessPid(s) == State_Failed)
        rv = State_Failed;
      if (_checkProcessPpid(s) == State_Failed)
        rv = State_Failed;
      if (_checkUid(s, s->inf.process->uid) == State_Failed)
        rv = State_Failed;
      if (_checkEuid(s, s->inf.process->euid) == State_Failed)
        rv = State_Failed;
      if (_checkGid(s, s->inf.process->gid) == State_Failed)
        rv = State_Failed;
      if (_checkUptime(s, s->inf.process->uptime) == State_Failed)
        rv = State_Failed;
      for (Resource_T pr = s->resourcelist; pr; pr = pr->next)
        if (_checkProcessResources(s, pr) == State_Failed)
          rv = State_Failed;
    } else {
      LogError(""'%s' failed to get service data\n"", s->name);
      rv = State_Failed;
    }
  }
  int64_t uptimeMilli = s->inf.process->uptime * 1000;
  for (Port_T pp = s->portlist; pp; pp = pp->next) {

    if (!s->start || uptimeMilli > s->start->timeout) {
      if (_checkConnection(s, pp) == State_Failed)
        rv = State_Failed;
    } else {
      pp->is_available = Connection_Init;
      DEBUG(
          ""'%s' connection test paused for %s while the process is starting\n"",
          s->name,
          Str_milliToTime(s->start->timeout -
                              (uptimeMilli < 0 ? 0 : uptimeMilli),
                          (char[23]){}));
    }
  }
  for (Port_T pp = s->socketlist; pp; pp = pp->next) {

    if (!s->start || uptimeMilli > s->start->timeout) {
      if (_checkConnection(s, pp) == State_Failed)
        rv = State_Failed;
    } else {
      pp->is_available = Connection_Init;
      DEBUG(
          ""'%s' connection test paused for %s while the process is starting\n"",
          s->name,
          Str_milliToTime(s->start->timeout -
                              (uptimeMilli < 0 ? 0 : uptimeMilli),
                          (char[23]){}));
    }
  }
  return rv;
}"
field-FieldKit.cpp-a2e9d4f/include/fieldkit/physics/strategy/ParticleUpdate.h	updates all particles by applying all behaviours and constraints	2	"public:
ParticleUpdate() { constraintIterations = 1; };
~ParticleUpdate(){};

void apply(Physics *physics, float dt);

void setConstraintIterations(int iterations) {
  constraintIterations = iterations;
};
int getConstraintIterations() { return constraintIterations; };

protected:
int constraintIterations;
}
;
}
}"
mtraiola-XbarGen-1f147f4/include/entities.h	Prints out the matrix through the std output	2	"map<string, int> literalCount;

public:
Function(){};
Function(vector<string> inputs, vector<string> outputs,
         multimap<string, vector<string>> minterms)
    : inputs(inputs), outputs(outputs), minterms(minterms){};
void addInput(string s) { inputs.push_back(s); }"
mrRay-VVISF-GL-5ca4cc8/VVGL/include/GLCPUToTexCopier.hpp	"Sets the size of the queue used for streaming. Effectively, this is the number of calls it takes for the CPU data to ""finish uploading"" and get returned as a texture."	2	"private:
void _beginProcessing(const GLBufferRef &inCPUBuffer,
                      const GLBufferRef &inPBOBuffer,
                      const GLBufferRef &inTexBuffer);
void _finishProcessing(const GLBufferRef &inCPUBuffer,
                       const GLBufferRef &inPBOBuffer,
                       const GLBufferRef &inTexBuffer);

public:
GLCPUToTexCopier();
GLCPUToTexCopier(const GLContextRef &inCtx) : _queueCtx(inCtx){};
~GLCPUToTexCopier();

GLContextRef context() { return _queueCtx; }"
Melown-libmath-09a4a31/math/signal.hpp	"provide a signal sample at given position, of given value, and with given sampling period hint."	2	"namespace math {

class Signal2Base {

public:
  enum Type_t { Nonperiodic = 0x00, Xperiodic = 0x01 };

  Signal2Base(int sizeX, int sizeY, const double llx, const double lly,
              const double urx, const double ury,
              const Type_t type = Nonperiodic);

  int width() const { return sizeX; }
  int height() const { return sizeY; }

  double pixelX() { return pixelx; }
  double pixelY() { return pixely; }

  struct Cell_s {

    enum {

      QUADRANT_LL = 0x01,
      QUADRANT_LR = 0x02,
      QUADRANT_UL = 0x04,
      QUADRANT_UR = 0x08,

      QUADRANT_NONE = 0x00,
      QUADRANT_ALL = 0x0f

    };

    double valueSum, pwsum, nwsum;
    unsigned char quadrants;

    Cell_s()
        : valueSum(0.0), pwsum(0.0), nwsum(0.0), quadrants(QUADRANT_NONE){};

    bool defined() const {

      if (pwsum - nwsum < 1E-15)
        return false;
      if (pwsum <= 3 * nwsum)
        return false;
      if (quadrants != QUADRANT_ALL)
        return false;

      return true;
    }"
CANBus-Triple-CANBus-Triple-0637551/avr/bootloaders/caterina/LUFA-111009/LUFA/Drivers/USB/Class/Host/Printer.c	"Retrieves the attached printer device's ID string, formatted according to IEEE 1284. This string is sent as a Unicode string from the device and is automatically converted to an ASCII encoded C string by this function, thus the maximum reportable string length is two less than the size given (to accommodate the Unicode string length bytes which are removed). This string, when supported, contains the model, manufacturer and acceptable printer languages for the attached device."	2	"uint8_t
PRNT_Host_GetDeviceID(USB_ClassInfo_PRNT_Host_t *const PRNTInterfaceInfo,
                      char *const DeviceIDString, const uint16_t BufferSize) {
  uint8_t ErrorCode = HOST_SENDCONTROL_Successful;
  uint16_t DeviceIDStringLength = 0;

  USB_ControlRequest = (USB_Request_Header_t){
      .bmRequestType = (REQDIR_DEVICETOHOST | REQTYPE_CLASS | REQREC_INTERFACE),
      .bRequest = PRNT_REQ_GetDeviceID,
      .wValue = 0,
      .wIndex = PRNTInterfaceInfo->State.InterfaceNumber,
      .wLength = sizeof(DeviceIDStringLength),
  };

  Pipe_SelectPipe(PIPE_CONTROLPIPE);

  if ((ErrorCode = USB_Host_SendControlRequest(&DeviceIDStringLength)) !=
      HOST_SENDCONTROL_Successful)
    return ErrorCode;

  if (!(DeviceIDStringLength)) {
    DeviceIDString[0] = 0x00;
    return HOST_SENDCONTROL_Successful;
  }

  DeviceIDStringLength = be16_to_cpu(DeviceIDStringLength);

  if (DeviceIDStringLength > BufferSize)
    DeviceIDStringLength = BufferSize;

  USB_ControlRequest.wLength = DeviceIDStringLength;

  if ((ErrorCode = USB_Host_SendControlRequest(DeviceIDString)) !=
      HOST_SENDCONTROL_Successful)
    return ErrorCode;

  memmove(&DeviceIDString[0], &DeviceIDString[2], DeviceIDStringLength - 2);

  DeviceIDString[DeviceIDStringLength - 2] = 0x00;

  return HOST_SENDCONTROL_Successful;
}"
Meulengracht-MollenOS-e48f4ab/librt/include/emmintrin.h	"Compares the lower double-precision floating-point values in each of the two 128-bit floating-point vectors of [2 x double] to determine if the value in the first parameter is greater than the corresponding value in the second parameter. The comparison yields 0x0 for false, 0xFFFFFFFFFFFFFFFF for true."	2	"_mm_cmpgt_sd(__m128d __a, __m128d __b) {
  __m128d __c = __builtin_ia32_cmpltsd((__v2df)__b, (__v2df)__a);
  return __extension__(__m128d){__c[0], __a[1]};
}"
Samsung-RT-OCF-fd41fc4/security/tools/json2cbor_src/src/bytestrings.c	Creates a new indefinite byte string	2	"cbor_item_t *cbor_new_indefinite_bytestring() {
  cbor_item_t *item = _CBOR_MALLOC(sizeof(cbor_item_t));
  *item = (cbor_item_t){
      .refcount = 1,
      .type = CBOR_TYPE_BYTESTRING,
      .metadata = {.bytestring_metadata = {.type = _CBOR_METADATA_INDEFINITE,
                                           .length = 0}},
      .data = _CBOR_MALLOC(sizeof(struct cbor_indefinite_string_data))};
  *((struct cbor_indefinite_string_data *)item->data) =
      (struct cbor_indefinite_string_data){
          .chunk_count = 0,
          .chunk_capacity = 0,
          .chunks = NULL,
      };
  return item;
}"
CZ-NIC-knot-resolver-3775bbc/lib/cache/entry_list.c	"Prepare space to insert an entry. Some checks are performed (rank, TTL), the current entry in cache is copied with a hole ready for the new entry (old one of the same type is cut out)."	2	"int entry_h_splice(knot_db_val_t *val_new_entry, uint8_t rank,
                   const knot_db_val_t key, const uint16_t ktype,
                   const uint16_t type, const knot_dname_t *owner,
                   const struct kr_query *qry, struct kr_cache *cache,
                   uint32_t timestamp) {

  const bool ok = val_new_entry && val_new_entry->len > 0;
  if (!ok) {
    assert(!EINVAL);
    return kr_error(EINVAL);
  }

  int i_type;
  switch (type) {
  case KNOT_RRTYPE_NS:
    i_type = EL_NS;
    break;
  case KNOT_RRTYPE_CNAME:
    i_type = EL_CNAME;
    break;
  case KNOT_RRTYPE_DNAME:
    i_type = EL_DNAME;
    break;
  default:
    i_type = 0;
  }

  const struct entry_h *eh_orig = NULL;
  entry_list_t el;
  int ret = -1;
  if (!kr_rank_test(rank, KR_RANK_SECURE) || ktype == KNOT_RRTYPE_NS) {
    knot_db_val_t val;
    ret = cache_op(cache, read, &key, &val, 1);
    if (i_type) {
      if (!ret)
        ret = entry_list_parse(val, el);
      if (ret)
        memset(el, 0, sizeof(el));
      val = el[i_type];
    }

    if (!ret) {
      eh_orig = entry_h_consistent(val, type);
    }
  } else {

    memset(el, 0, sizeof(el));
  }

  if (!kr_rank_test(rank, KR_RANK_SECURE) && eh_orig) {

    int32_t old_ttl = get_new_ttl(eh_orig, qry, NULL, 0, timestamp);
    if (old_ttl > 0 && !is_expiring(eh_orig->ttl, old_ttl) &&
        rank <= eh_orig->rank) {
      WITH_VERBOSE(qry) {
        auto_free char *type_str = kr_rrtype_text(type),
                       *owner_str = kr_dname_text(owner);
        VERBOSE_MSG(qry, ""=> not overwriting %s %s\n"", type_str, owner_str);
      }
      return kr_error(EEXIST);
    }
  }

  if (!i_type) {

    return cache_write_or_clear(cache, &key, val_new_entry, qry);
  }

  el[i_type] = (knot_db_val_t){
      .len = val_new_entry->len,
      .data = NULL,
  };
  knot_db_val_t val = {
      .len = entry_list_serial_size(el),
      .data = NULL,
  };
  void *buf = mm_alloc(&qry->request->pool, val.len);
  entry_list_memcpy(buf, el);
  ret = cache_write_or_clear(cache, &key, &val, qry);
  if (ret)
    return kr_error(ret);
  memcpy(val.data, buf, val.len);
  val_new_entry->data =
      (uint8_t *)val.data + ((uint8_t *)el[i_type].data - (uint8_t *)buf);
  return kr_ok();
}"
truls-libsme-8e97b7c/cbits/api.c	"Propagates the values of both internal and external facing buses defined in libsme. Run this function before the clock is advanced (by calling sme_tick) in the simulation loop and it should be run together with any bus propagations that need to be performed by the calling code. When this function returns, the values of all buses defined within libsme have been propagated."	2	"sme_propagate(SmeCtx *ctx) {
  Bus *bus;
  Channel *chan;

  for (bus = ctx->buses; bus != NULL; bus = bus->hh.next) {
    for (chan = bus->channel; chan != NULL; chan = chan->hh.next) {
      switch (chan->type) {
      case SME_INT:
      case SME_UINT: {
        SMEInt *rv = chan->read.value.integer;
        SMEInt *wv = chan->write.value.integer;
        sme_integer_resize(rv, wv->len);
        memcpy(rv->num, wv->num, wv->len);
        rv->len = wv->len;
        rv->negative = wv->negative;
        chan->read.undef = chan->write.undef;
        break;
      }
      default:
        chan->read = chan->write;

        chan->write = (Value){
            .type = chan->write.type, .undef = chan->read.undef, .value = {0}};
      }
      assert(bus->name);
      assert(chan);
      assert(chan->name);
    }
  }

  return hs_propagate_buses(ctx->sim_state);
}"
simsong-frag_find-59782b2/src/dfxml.h	Remember - 's' is NOT null-terminated	4	"static void read_dfxml(const std::string &fname, fileobject_callback_t process);
static void characterDataHandler(void *userData, const XML_Char *s, int len);

virtual ~file_object_reader(){};
file_object_reader()
    : XMLReader(), volumeobject(), fileobject(), callback(), hashdigest_type() {
}"
boazsegev-iodine-b6bdf50/ext/iodine/fiobj_hash.c	Notice that these Hash objects are designed for smaller collections and retain order of object insertion.	2	"FIOBJ fiobj_hash_new(void) {
  fiobj_hash_s *h = fio_malloc(sizeof(*h));
  FIO_ASSERT_ALLOC(h);
  *h = (fiobj_hash_s){.head = {.ref = 1, .type = FIOBJ_T_HASH},
                      .hash = FIO_SET_INIT};
  return (FIOBJ)h | FIOBJECT_HASH_FLAG;
}"
PhilipZwanenburg-DPGSolver-b48e04b/src/simulation/solvers/dpg/compute_all_rlhs_dpg_T.c	Increment the lhs terms with the contribution of the boundary face.	2	"(struct Matrix_T *lhs, const struct Numerical_Flux_T *num_flux,
 const struct Solver_Face_T *s_face, const struct Simulation *sim) {
  UNUSED(sim);
  assert(((struct Face *)s_face)->boundary);

  struct Matrix_T *lhs_ll =
      constructor_lhs_f_1_T((int[]){0, 0}, num_flux, s_face);

  set_block_Matrix_T(lhs, 0, 0, (struct const_Matrix_T *)lhs_ll, 0, 0,
                     lhs_ll->ext_0, lhs_ll->ext_1, 'a');
  destructor_Matrix_T(lhs_ll);
}"
DevynCJohnson-Pybooster-ab88c0c/include/MACROS_MATH.h	Return the squareroot of a quaternion	2	"LIB_FUNC MATH_FUNC quaternion_long_double
qsqrtl(const quaternion_long_double num) {
  return qmidl(num, (quaternion_long_double){1.0L, 0.0L, 0.0L, 0.0L});
}"
Proxmark-proxmark3-fdd9395/client/cmdhf15.c	Commandline handling: HF15 CMD READ Reads a single Block	2	"int CmdHF15CmdRead(const char *Cmd) {
  UsbCommand resp;
  uint8_t *recv;
  UsbCommand c = {CMD_ISO_15693_COMMAND, {0, 1, 1}};
  uint8_t *req = c.d.asBytes;
  int reqlen = 0, pagenum;
  char cmdbuf[100];
  char *cmd = cmdbuf;
  char output[100] = """";

  strncpy(cmd, Cmd, 99);

  if (strlen(cmd) < 3) {
    PrintAndLog(""Usage:  hf 15 cmd read    [options] <uid|s|u|*> <page#>"");
    PrintAndLog(""           options:"");
    PrintAndLog(""               -2        use slower '1 out of 256' mode"");
    PrintAndLog(""           uid (either): "");
    PrintAndLog(""               <8B hex>  full UID eg E011223344556677"");
    PrintAndLog(""               s         selected tag"");
    PrintAndLog(""               u         unaddressed mode"");
    PrintAndLog(""               *         scan for tag"");
    PrintAndLog(""           page#:        page number 0-255"");
    return 0;
  }

  prepareHF15Cmd(&cmd, &c, (uint8_t[]){ISO15693_READBLOCK}, 1);
  reqlen = c.arg[0];

  pagenum = strtol(cmd, NULL, 0);

  req[reqlen++] = (uint8_t)pagenum;

  reqlen = AddCrc(req, reqlen);

  c.arg[0] = reqlen;

  SendCommand(&c);

  if (WaitForResponseTimeout(CMD_ACK, &resp, 1000) && resp.arg[0] > 2) {
    recv = resp.d.asBytes;
    if (ISO15693_CRC_CHECK == Crc(recv, resp.arg[0])) {
      if (!(recv[0] & ISO15693_RES_ERROR)) {
        *output = 0;

        for (int i = 1; i < resp.arg[0] - 2; i++) {
          sprintf(output + strlen(output), ""%02X "", recv[i]);
        }
        strcat(output, ""   "");
        for (int i = 1; i < resp.arg[0] - 2; i++) {
          sprintf(output + strlen(output), ""%c"",
                  recv[i] > 31 && recv[i] < 127 ? recv[i] : '.');
        }
        PrintAndLog(""%s"", output);
      } else {
        PrintAndLog(""Tag returned Error %i: %s"", recv[1], TagErrorStr(recv[1]));
      }
    } else {
      PrintAndLog(""CRC failed"");
    }
  } else {
    PrintAndLog(""no answer"");
  }

  return 0;
}"
3drobotics-ardupilot-solo-rebase-e5f2337/Tools/ArduPPM/ATMega32U2/LUFA/Drivers/USB/Class/Host/Printer.c	"Retrieves the attached printer device's ID string, formatted according to IEEE 1284. This string is sent as a Unicode string from the device and is automatically converted to an ASCII encoded C string by this function, thus the maximum reportable string length is two less than the size given (to accommodate the Unicode string length bytes which are removed). This string, when supported, contains the model, manufacturer and acceptable printer languages for the attached device."	2	"uint8_t
PRNT_Host_GetDeviceID(USB_ClassInfo_PRNT_Host_t *const PRNTInterfaceInfo,
                      char *const DeviceIDString, const uint16_t BufferSize) {
  uint8_t ErrorCode = HOST_SENDCONTROL_Successful;
  uint16_t DeviceIDStringLength = 0;

  USB_ControlRequest = (USB_Request_Header_t){
      .bmRequestType = (REQDIR_DEVICETOHOST | REQTYPE_CLASS | REQREC_INTERFACE),
      .bRequest = REQ_GetDeviceID,
      .wValue = 0,
      .wIndex = PRNTInterfaceInfo->State.InterfaceNumber,
      .wLength = sizeof(DeviceIDStringLength),
  };

  Pipe_SelectPipe(PIPE_CONTROLPIPE);

  if ((ErrorCode = USB_Host_SendControlRequest(&DeviceIDStringLength)) !=
      HOST_SENDCONTROL_Successful)
    return ErrorCode;

  if (!(DeviceIDStringLength)) {
    DeviceIDString[0] = 0x00;
    return HOST_SENDCONTROL_Successful;
  }

  DeviceIDStringLength = SwapEndian_16(DeviceIDStringLength);

  if (DeviceIDStringLength > BufferSize)
    DeviceIDStringLength = BufferSize;

  USB_ControlRequest.wLength = DeviceIDStringLength;

  if ((ErrorCode = USB_Host_SendControlRequest(DeviceIDString)) !=
      HOST_SENDCONTROL_Successful)
    return ErrorCode;

  memmove(&DeviceIDString[0], &DeviceIDString[2], DeviceIDStringLength - 2);

  DeviceIDString[DeviceIDStringLength - 2] = 0x00;

  return HOST_SENDCONTROL_Successful;
}"
DevynCJohnson-Pybooster-ab88c0c/include/MACROS_MATH.h	Return the negative quaternion	2	"LIB_FUNC MATH_FUNC quaternion_float qnegf(const quaternion_float qnum) {
  return (quaternion_float){(-qnum.R), (-qnum.i), (-qnum.j), (-qnum.k)};
}"
mansoncui-monit-1d7cce1/src/validate.c	Validate a given process service s. Events are posted according to its configuration. In case of a fatal event false is returned.	2	"State_Type check_process(Service_T s) {
  ASSERT(s);
  State_Type rv = State_Succeeded;
  pid_t pid = ProcessTree_findProcess(s);
  if (!pid) {
    for (NonExist_T l = s->nonexistlist; l; l = l->next) {
      rv = State_Failed;
      Event_post(s, Event_NonExist, State_Failed, l->action,
                 ""process is not running"");
    }
    for (Exist_T l = s->existlist; l; l = l->next) {
      Event_post(s, Event_Exist, State_Succeeded, l->action,
                 ""process is not running"");
    }
    return rv;
  } else {
    for (NonExist_T l = s->nonexistlist; l; l = l->next) {
      Event_post(s, Event_NonExist, State_Succeeded, l->action,
                 ""process is running with pid %d"", (int)pid);
    }
    for (Exist_T l = s->existlist; l; l = l->next) {
      rv = State_Failed;
      Event_post(s, Event_Exist, State_Failed, l->action,
                 ""process is running with pid %d"", (int)pid);
    }
  }

  if (IS_EVENT_SET(s->error, Event_Exec))
    Event_post(s, Event_Exec, State_Succeeded, s->action_EXEC,
               ""process is running after previous exec error (slow starting or ""
               ""manually recovered?)"");
  if (IS_EVENT_SET(s->error, Event_Timeout))
    for (ActionRate_T ar = s->actionratelist; ar; ar = ar->next)
      Event_post(s, Event_Timeout, State_Succeeded, ar->action,
                 ""process is running after previous restart timeout (manually ""
                 ""recovered?)"");
  if (Run.flags & Run_ProcessEngineEnabled) {
    if (ProcessTree_updateProcess(s, pid)) {
      if (_checkProcessState(s) == State_Failed)
        rv = State_Failed;
      if (_checkProcessPid(s) == State_Failed)
        rv = State_Failed;
      if (_checkProcessPpid(s) == State_Failed)
        rv = State_Failed;
      if (_checkUid(s, s->inf.process->uid) == State_Failed)
        rv = State_Failed;
      if (_checkEuid(s, s->inf.process->euid) == State_Failed)
        rv = State_Failed;
      if (_checkGid(s, s->inf.process->gid) == State_Failed)
        rv = State_Failed;
      if (_checkUptime(s, s->inf.process->uptime) == State_Failed)
        rv = State_Failed;
      if (_checkSecurityAttribute(s, s->inf.process->secattr) == State_Failed)
        rv = State_Failed;
      for (Resource_T pr = s->resourcelist; pr; pr = pr->next)
        if (_checkProcessResources(s, pr) == State_Failed)
          rv = State_Failed;
    } else {
      LogError(""'%s' failed to get service data\n"", s->name);
      rv = State_Failed;
    }
  }
  int64_t uptimeMilli = (int64_t)(s->inf.process->uptime) * 1000LL;
  for (Port_T pp = s->portlist; pp; pp = pp->next) {

    if (!s->start || uptimeMilli > s->start->timeout) {
      if (_checkConnection(s, pp) == State_Failed)
        rv = State_Failed;
    } else {
      pp->is_available = Connection_Init;
      DEBUG(
          ""'%s' connection test paused for %s while the process is starting\n"",
          s->name,
          Str_time2str(s->start->timeout - (uptimeMilli < 0 ? 0 : uptimeMilli),
                       (char[11]){}));
    }
  }
  for (Port_T pp = s->socketlist; pp; pp = pp->next) {

    if (!s->start || uptimeMilli > s->start->timeout) {
      if (_checkConnection(s, pp) == State_Failed)
        rv = State_Failed;
    } else {
      pp->is_available = Connection_Init;
      DEBUG(
          ""'%s' connection test paused for %s while the process is starting\n"",
          s->name,
          Str_time2str(s->start->timeout - (uptimeMilli < 0 ? 0 : uptimeMilli),
                       (char[11]){}));
    }
  }
  return rv;
}"
