filename,comment,preds,stripped_code,meteor_score,bleu_4,rouge_1,rouge_2,rouge_L
darktable-org-darktable-32fab21/src/iop/flip.c,"this initializes static, hardcoded presets for this module and is called only once per run of dt.",2,"void init_presets(dt_iop_module_so_t *self) {
  dt_iop_flip_params_t p = (dt_iop_flip_params_t){ORIENTATION_NONE};
  DT_DEBUG_SQLITE3_EXEC(dt_database_get(darktable.db), ""BEGIN"", NULL, NULL,
                        NULL);

  p.orientation = ORIENTATION_NULL;
  dt_gui_presets_add_generic(_(""autodetect""), self->op, self->version(), &p,
                             sizeof(p), 1);
  dt_gui_presets_update_autoapply(_(""autodetect""), self->op, self->version(),
                                  1);

  p.orientation = ORIENTATION_NONE;
  dt_gui_presets_add_generic(_(""no rotation""), self->op, self->version(), &p,
                             sizeof(p), 1);

  p.orientation = ORIENTATION_FLIP_HORIZONTALLY;
  dt_gui_presets_add_generic(_(""flip horizontally""), self->op, self->version(),
                             &p, sizeof(p), 1);
  p.orientation = ORIENTATION_FLIP_VERTICALLY;
  dt_gui_presets_add_generic(_(""flip vertically""), self->op, self->version(),
                             &p, sizeof(p), 1);
  p.orientation = ORIENTATION_ROTATE_CW_90_DEG;
  dt_gui_presets_add_generic(_(""rotate by -90 degrees""), self->op,
                             self->version(), &p, sizeof(p), 1);
  p.orientation = ORIENTATION_ROTATE_CCW_90_DEG;
  dt_gui_presets_add_generic(_(""rotate by  90 degrees""), self->op,
                             self->version(), &p, sizeof(p), 1);
  p.orientation = ORIENTATION_ROTATE_180_DEG;
  dt_gui_presets_add_generic(_(""rotate by 180 degrees""), self->op,
                             self->version(), &p, sizeof(p), 1);

  DT_DEBUG_SQLITE3_EXEC(dt_database_get(darktable.db), ""COMMIT"", NULL, NULL,
                        NULL);
}",0.0,0.0,--,--,--
DelusionalLogic-NeoComp-271e784/src/compton.c,Do the actual work.,2,"void session_run(session_t *ps) {
#ifdef DEBUG_PROFILE
  struct ProfilerWriterSession profSess;
  profilerWriter_init(&profSess);
#endif

  paint_preprocess(ps);

  timestamp lastTime;
  if (!getTime(&lastTime)) {
    printf_errf(""Failed getting time"");
    session_destroy(ps);
    exit(1);
  }

  assign_depth(&ps->win_list, &ps->order);

  ps->idling = false;

  while (!ps->reset) {

    zone_start(&ZONE_global);

    glClear(GL_COLOR_BUFFER_BIT | GL_DEPTH_BUFFER_BIT | GL_STENCIL_BUFFER_BIT);

    zone_enter(&ZONE_input);

    while (mainloop(ps))
      ;

    Swiss *em = &ps->win_list;

    for_components(it, em, COMPONENT_PHYSICAL, COMPONENT_TRACKS_WINDOW,
                   COMPONENT_SHAPE_DAMAGED, CQ_END) {
      struct TracksWindowComponent *window =
          swiss_getComponent(em, COMPONENT_TRACKS_WINDOW, it.id);
      struct ShapeDamagedEvent *shapeDamaged =
          swiss_getComponent(em, COMPONENT_SHAPE_DAMAGED, it.id);

      XWindowAttributes attribs;
      if (!XGetWindowAttributes(ps->xcontext.display, window->id, &attribs)) {
        printf_errf(""Failed getting window attributes while mapping"");
        swiss_removeComponent(em, COMPONENT_SHAPE_DAMAGED, it.id);
        continue;
      }

      Vector2 extents = {{attribs.width + attribs.border_width * 2,
                          attribs.height + attribs.border_width * 2}};

      Vector2 offset = {{-attribs.border_width, -attribs.border_width}};

      XserverRegion window_region = XFixesCreateRegionFromWindow(
          ps->xcontext.display, window->id, ShapeBounding);

      XRectangle default_clip = {.x = offset.x,
                                 .y = offset.y,
                                 .width = extents.x,
                                 .height = extents.y};
      XserverRegion default_clip_region =
          XFixesCreateRegion(ps->xcontext.display, &default_clip, 1);
      XFixesIntersectRegion(ps->xcontext.display, window_region, window_region,
                            default_clip_region);

      int rect_count;
      XRectangle *rects =
          XFixesFetchRegion(ps->xcontext.display, window_region, &rect_count);

      XFixesDestroyRegion(ps->xcontext.display, window_region);

      vector_init(&shapeDamaged->rects, sizeof(struct Rect), rect_count);

      convert_xrects_to_relative_rect(rects, rect_count, &extents, &offset,
                                      &shapeDamaged->rects);
    }

    zone_leave(&ZONE_input);

    timestamp currentTime;
    if (!getTime(&currentTime)) {
      printf_errf(""Failed getting time"");
      exit(1);
    }

    double dt = timeDiff(&lastTime, &currentTime);

    ps->skip_poll = false;

    if (ps->o.benchmark) {
      if (ps->o.benchmark_wid) {
        win *w = find_win(ps, ps->o.benchmark_wid);
        if (!w) {
          printf_errf(""(): Couldn't find specified benchmark window."");
          session_destroy(ps);
          exit(1);
        }
      }
    }

    ps->idling = true;

    zone_enter(&ZONE_preprocess);

    paint_preprocess(ps);

    zone_leave(&ZONE_preprocess);

    zone_enter(&ZONE_update);

    zone_enter(&ZONE_update_z);
    assign_depth(&ps->win_list, &ps->order);
    zone_leave(&ZONE_update_z);

    zone_enter(&ZONE_update_wintype);

    for_components(it, em, COMPONENT_MAP, CQ_END) {
      swiss_addComponent(em, COMPONENT_WINTYPE_CHANGE, it.id);
    }

    fill_wintype_changes(&ps->win_list, ps);

    for_components(it, em, COMPONENT_WINTYPE_CHANGE, CQ_END) {
      swiss_ensureComponent(em, COMPONENT_FOCUS_CHANGE, it.id);
    }

    for_components(it, em, COMPONENT_WINTYPE_CHANGE, CQ_END) {
      struct WintypeChangedComponent *wintypeChanged =
          swiss_getComponent(em, COMPONENT_WINTYPE_CHANGE, it.id);
      struct _win *w = swiss_getComponent(em, COMPONENT_MUD, it.id);

      w->window_type = wintypeChanged->newType;
    }
    zone_leave(&ZONE_update_wintype);

    if (ps->o.shadow_blacklist) {
      zone_enter(&ZONE_update_shadow_blacklist);
      for_components(it, em, COMPONENT_MUD, CQ_END) {
        struct _win *w = swiss_getComponent(em, COMPONENT_MUD, it.id);
        if (win_mapped(em, it.id)) {
          w->shadow = (ps->o.wintype_shadow[w->window_type] &&
                       !win_match(ps, w, ps->o.shadow_blacklist) &&
                       !(ps->o.respect_prop_shadow));
        }
      }
      zone_leave(&ZONE_update_shadow_blacklist);
    }

    if (ps->o.fade_blacklist) {
      zone_enter(&ZONE_update_fade_blacklist);
      for_components(it, em, COMPONENT_MUD, CQ_END) {
        struct _win *w = swiss_getComponent(em, COMPONENT_MUD, it.id);

        if (win_mapped(em, it.id)) {

          if (win_match(ps, w, ps->o.fade_blacklist)) {
            w->fade = false;
          } else {
            w->fade = ps->o.wintype_fade[w->window_type];
          }
        }
      }
      zone_leave(&ZONE_update_fade_blacklist);
    }

    if (ps->o.blur_background_blacklist) {
      zone_enter(&ZONE_update_blur_blacklist);
      for_components(it, em, COMPONENT_MUD, CQ_END) {
        struct _win *w = swiss_getComponent(em, COMPONENT_MUD, it.id);
        if (win_mapped(em, it.id)) {
          bool blur_background_new =
              ps->o.blur_background &&
              !win_match(ps, w, ps->o.blur_background_blacklist);

          win_set_blur_background(ps, w, blur_background_new);
        }
      }
      zone_leave(&ZONE_update_blur_blacklist);
    }

    if (ps->o.paint_blacklist) {
      zone_enter(&ZONE_update_paint_blacklist);
      for_components(it, em, COMPONENT_MUD, CQ_END) {
        struct _win *w = swiss_getComponent(em, COMPONENT_MUD, it.id);
        if (win_mapped(em, it.id)) {
          w->paint_excluded = win_match(ps, w, ps->o.paint_blacklist);
        }
      }
      zone_leave(&ZONE_update_paint_blacklist);
    }

    zone_enter(&ZONE_input_react);
    commit_destroy(&ps->win_list);
    commit_map(&ps->win_list, &ps->atoms, &ps->xcontext);
    commit_unmap(&ps->win_list, &ps->xcontext);
    commit_opacity_change(&ps->win_list, ps->o.opacity_fade_time,
                          ps->o.bg_opacity_fade_time);
    commit_move(&ps->win_list, &ps->order);
    commit_resize(&ps->win_list, &ps->order);
    commit_reshape(&ps->win_list, &ps->xcontext);
    zone_leave(&ZONE_input_react);

    zone_enter(&ZONE_make_cutout);
    {
      XserverRegion newShape = XFixesCreateRegion(ps->dpy, NULL, 0);
      for_components(it, em, COMPONENT_MUD, COMPONENT_TRACKS_WINDOW,
                     COMPONENT_PHYSICAL, CQ_NOT, COMPONENT_REDIRECTED, CQ_END) {
        struct TracksWindowComponent *tracksWindow =
            swiss_getComponent(em, COMPONENT_TRACKS_WINDOW, it.id);
        struct PhysicalComponent *physical =
            swiss_getComponent(em, COMPONENT_PHYSICAL, it.id);

        if (win_mapped(em, it.id)) {
          XserverRegion windowRegion = XFixesCreateRegionFromWindow(
              ps->xcontext.display, tracksWindow->id, ShapeBounding);
          XFixesTranslateRegion(ps->dpy, windowRegion, physical->position.x + 1,
                                physical->position.y + 1);
          XFixesUnionRegion(ps->xcontext.display, newShape, newShape,
                            windowRegion);
          XFixesDestroyRegion(ps->xcontext.display, windowRegion);
        }
      }
      XFixesInvertRegion(ps->dpy, newShape,
                         &(XRectangle){0, 0, ps->root_size.x, ps->root_size.y},
                         newShape);
      XFixesSetWindowShapeRegion(ps->dpy, ps->overlay, ShapeBounding, 0, 0,
                                 newShape);
      XFixesDestroyRegion(ps->xcontext.display, newShape);
    }
    zone_leave(&ZONE_make_cutout);

    zone_enter(&ZONE_prop_blur_damage);
    damage_blur_over_damaged(&ps->win_list, &ps->order);
    zone_leave(&ZONE_prop_blur_damage);

    zone_enter(&ZONE_update_textures);
    update_window_textures(&ps->win_list, &ps->xcontext,
                           &ps->psglx->shared_fbo);
    zone_leave(&ZONE_update_textures);

    update_focused_state(&ps->win_list, ps);
    calculate_window_opacity(ps, &ps->win_list);
    start_focus_fade(&ps->win_list, ps->o.opacity_fade_time,
                     ps->o.bg_opacity_fade_time, ps->o.dim_fade_time);

    zone_enter(&ZONE_update_fade);

    damage_blur_over_fade(&ps->win_list);
    syncronize_fade_opacity(&ps->win_list);
    if (do_win_fade(&ps->curve, dt, &ps->win_list)) {
      ps->skip_poll = true;
    }

    for_components(it, em, COMPONENT_TRANSITIONING, CQ_END) {
      struct TransitioningComponent *t =
          swiss_getComponent(em, COMPONENT_TRANSITIONING, it.id);
      t->time += dt;
    }

    for_components(it, em, COMPONENT_TRANSITIONING, CQ_END) {
      struct TransitioningComponent *t =
          swiss_getComponent(em, COMPONENT_TRANSITIONING, it.id);
      if (t->time >= t->duration)
        swiss_removeComponent(em, COMPONENT_TRANSITIONING, it.id);
    }

    zone_leave(&ZONE_update_fade);

    transition_faded_entities(&ps->win_list);
    remove_texture_invis_windows(&ps->win_list);
    finish_destroyed_windows(&ps->win_list, ps);
    zone_leave(&ZONE_update);

    Vector opaque;
    vector_init(&opaque, sizeof(win_id), ps->order.size);
    for_components(it, &ps->win_list, COMPONENT_MUD, COMPONENT_TEXTURED, CQ_NOT,
                   COMPONENT_BGOPACITY, COMPONENT_PHYSICAL, CQ_END) {
      vector_putBack(&opaque, &it.id);
    }
    vector_qsort(&opaque, window_zcmp, &ps->win_list);
    Vector transparent;
    vector_init(&transparent, sizeof(win_id), ps->order.size);

    for_components(it, &ps->win_list, COMPONENT_MUD, COMPONENT_TEXTURED,
                   COMPONENT_PHYSICAL, CQ_END) {
      vector_putBack(&transparent, &it.id);
    }
    vector_qsort(&transparent, window_zcmp, &ps->win_list);

    Vector opaque_shadow;
    vector_init(&opaque_shadow, sizeof(win_id), ps->order.size);
    fetchSortedWindowsWith(&ps->win_list, &opaque_shadow, COMPONENT_MUD,
                           COMPONENT_Z, COMPONENT_PHYSICAL, CQ_NOT,
                           COMPONENT_OPACITY, COMPONENT_SHADOW, CQ_END);

    zone_enter(&ZONE_effect_textures);

    zone_enter(&ZONE_update_shadow);
    windowlist_updateShadow(ps, &transparent);
    zone_leave(&ZONE_update_shadow);

    if (ps->o.blur_background)
      windowlist_updateBlur(ps);

    zone_leave(&ZONE_effect_textures);

    {
      static int paint = 0;

      zone_enter(&ZONE_paint);

      glDepthMask(GL_TRUE);
      glBindFramebuffer(GL_FRAMEBUFFER, 0);
      static const GLenum DRAWBUFS[2] = {GL_BACK_LEFT};
      glDrawBuffers(1, DRAWBUFS);
      glViewport(0, 0, ps->root_size.x, ps->root_size.y);

      glClearDepth(1.0);
      glClear(GL_DEPTH_BUFFER_BIT | GL_COLOR_BUFFER_BIT);
      glDepthFunc(GL_LESS);

      windowlist_drawBackground(ps, &opaque);
      windowlist_drawTint(ps);
      windowlist_draw(ps, &opaque);

      paint_root(ps);

      windowlist_drawTransparent(ps, &transparent);

#ifdef DEBUG_WINDOWS

      draw_component_debug(&ps->win_list, &ps->root_size);
#endif

      vector_kill(&opaque_shadow);
      vector_kill(&transparent);
      vector_kill(&opaque);

      zone_leave(&ZONE_paint);

      paint++;
      if (ps->o.benchmark && paint >= ps->o.benchmark) {
#ifdef DEBUG_PROFILE
        profilerWriter_kill(&profSess);
#endif
        session_destroy(ps);
        exit(0);
      }
    }

    zone_enter(&ZONE_remove_input);

    swiss_resetComponent(&ps->win_list, COMPONENT_MAP);
    swiss_resetComponent(&ps->win_list, COMPONENT_UNMAP);
    swiss_resetComponent(&ps->win_list, COMPONENT_MOVE);
    swiss_removeComponentWhere(
        &ps->win_list, COMPONENT_RESIZE,
        (enum ComponentType[]){COMPONENT_PHYSICAL, CQ_END});

    swiss_resetComponent(em, COMPONENT_WINTYPE_CHANGE);

    swiss_resetComponent(&ps->win_list, COMPONENT_FOCUS_CHANGE);

    for_components(it, em, COMPONENT_SHAPE_DAMAGED, CQ_END) {
      struct ShapeDamagedEvent *shapeDamaged =
          swiss_getComponent(em, COMPONENT_SHAPE_DAMAGED, it.id);
      if (shapeDamaged->rects.elementSize != 0) {
        vector_kill(&shapeDamaged->rects);
      }
    }
    swiss_resetComponent(&ps->win_list, COMPONENT_SHAPE_DAMAGED);

    zone_leave(&ZONE_remove_input);

    swiss_resetComponent(&ps->win_list, COMPONENT_CONTENTS_DAMAGED);

#ifdef FRAMERATE_DISPLAY
    update_debug_graph(&ps->debug_graph, currentTime);
    draw_debug_graph(&ps->debug_graph, &(Vector2){{10, ps->root_size.y - 10}});
#endif

    struct ZoneEventStream *event_stream = zone_package(&ZONE_global);
#ifdef DEBUG_PROFILE

    profilerWriter_emitFrame(&profSess, event_stream);
#endif

    glXSwapBuffers(ps->dpy, get_tgt_window(ps));
    glFinish();

    lastTime = currentTime;
  }

#ifdef DEBUG_PROFILE
  profilerWriter_kill(&profSess);
#endif
}",0.0,0.0,--,--,--
3drobotics-ardupilot-solo-rebase-e5f2337/Tools/ArduPPM/ATMega32U2/LUFA/Drivers/USB/Class/Device/CDC.c,"Sends a Serial Control Line State Change notification to the host. This should be called when the virtual serial control lines (DCD, DSR, etc.) have changed states, or to give BREAK notifications to the host. Line states persist until they are cleared via a second notification. This should be called each time the CDC class driver's ControlLineStates.DeviceToHost value is updated to push the new states to the USB host.",2,"void CDC_Device_SendControlLineStateChange(
    USB_ClassInfo_CDC_Device_t *const CDCInterfaceInfo) {
  if ((USB_DeviceState != DEVICE_STATE_Configured) ||
      !(CDCInterfaceInfo->State.LineEncoding.BaudRateBPS))
    return;

  Endpoint_SelectEndpoint(CDCInterfaceInfo->Config.NotificationEndpointNumber);

  USB_Request_Header_t Notification = (USB_Request_Header_t){
      .bmRequestType = (REQDIR_DEVICETOHOST | REQTYPE_CLASS | REQREC_INTERFACE),
      .bRequest = NOTIF_SerialState,
      .wValue = 0,
      .wIndex = 0,
      .wLength = sizeof(CDCInterfaceInfo->State.ControlLineStates.DeviceToHost),
  };

  Endpoint_Write_Stream_LE(&Notification, sizeof(USB_Request_Header_t),
                           NO_STREAM_CALLBACK);
  Endpoint_Write_Stream_LE(
      &CDCInterfaceInfo->State.ControlLineStates.DeviceToHost,
      sizeof(CDCInterfaceInfo->State.ControlLineStates.DeviceToHost),
      NO_STREAM_CALLBACK);
  Endpoint_ClearIN();
}",0.0,0.0,--,--,--
StarLabMakerSpace-Nova4Mixly-bed4f4f/nova/hardware/nova/avr/bootloaders/Caterina-ORG/LUFA-111009/Demos/Host/LowLevel/MassStorageHost/Lib/MassStoreCommands.c,"Issues a SCSI Inquiry command to the attached device, to determine the device's information. This gives information on the device's capabilities.",1,"uint8_t MassStore_Inquiry(const uint8_t LUNIndex,
                          SCSI_Inquiry_Response_t *const InquiryPtr) {
  uint8_t ErrorCode = PIPE_RWSTREAM_NoError;

  MS_CommandBlockWrapper_t SCSICommandBlock = (MS_CommandBlockWrapper_t){
      .Signature = MS_CBW_SIGNATURE,
      .DataTransferLength = sizeof(SCSI_Inquiry_Response_t),
      .Flags = MS_COMMAND_DIR_DATA_IN,
      .LUN = LUNIndex,
      .SCSICommandLength = 6,
      .SCSICommandData = {SCSI_CMD_INQUIRY, 0x00, 0x00, 0x00,
                          sizeof(SCSI_Inquiry_Response_t), 0x00}};

  MS_CommandStatusWrapper_t SCSICommandStatus;

  if ((ErrorCode = MassStore_SendCommand(&SCSICommandBlock, InquiryPtr)) !=
      PIPE_RWSTREAM_NoError) {
    Pipe_Freeze();
    return ErrorCode;
  }

  if ((ErrorCode = MassStore_GetReturnedStatus(&SCSICommandStatus)) !=
      PIPE_RWSTREAM_NoError) {
    Pipe_Freeze();
    return ErrorCode;
  }

  return ErrorCode;
}",0.0,0.0,--,--,--
boazsegev-iodine-b6bdf50/ext/iodine/fio.c,Publishes the message to the current process and frees the strings.,2,"static void fio_publish2process(fio_msg_internal_s *m) {
  fio_msg_internal_finalize(m);
  channel_s *ch;
  if (m->filter) {
    ch = fio_filter_find_dup(m->filter);
    if (!ch) {
      goto finish;
    }
  } else {
    ch = fio_channel_find_dup(m->channel);
  }

  if (ch) {
    fio_defer_push_urgent(fio_publish2channel_task, ch,
                          fio_msg_internal_dup(m));
  }
  if (m->filter == 0) {

    fio_lock(&fio_postoffice.patterns.lock);
    FIO_SET_FOR_LOOP(&fio_postoffice.patterns.channels, p) {
      if (!p->hash) {
        continue;
      }

      if (p->obj->match(
              (fio_str_info_s){.data = p->obj->name, .len = p->obj->name_len},
              m->channel)) {
        fio_channel_dup(p->obj);
        fio_defer_push_urgent(fio_publish2channel_task, p->obj,
                              fio_msg_internal_dup(m));
      }
    }
    fio_unlock(&fio_postoffice.patterns.lock);
  }
finish:
  fio_msg_internal_free(m);
}",0.0,0.0,--,--,--
AltSysrq-avalanche-a3f4bfd/bootstrap-runtime/src/runtime/macsub.c,Returns a macro substitution result wrapping a silent error as produced by ava_macsub_silent_error().,2,"ava_macro_subst_result
ava_macsub_silent_error_result(const ava_compile_location *location) {
  return (ava_macro_subst_result){.status = ava_mss_done,
                                  .v.node = ava_macsub_silent_error(location)};
}",0.0,0.0,--,--,--
opticron-libuweave-2e5e385/src/ble_transport.c,Initializes a BLE transport service to handle BLE input and registers it in the runloop.,0,"bool uw_ble_transport_init(UwBleTransport *transport, UwDevice *device) {
  assert(transport != NULL && device != NULL);

  memset(transport, 0, sizeof(UwBleTransport));
  transport->device = device;

  uw_buffer_init(&transport->read_buffer, transport->read_data,
                 sizeof(transport->read_data));

  uw_buffer_init(&transport->write_buffer, transport->write_data,
                 sizeof(transport->write_data));

  uw_session_init_(&transport->session, device);

  uw_device_channel_init_(
      &transport->device_channel,
      (UwDeviceChannelHandshakeConfig){.handler = handshake_exchange_handler_,
                                       .data = (void *)transport},
      (UwDeviceChannelConnectionResetConfig){
          .handler = connection_reset_handler_, .data = (void *)transport},
      &transport->read_buffer, &transport->write_buffer, UW_BLE_PACKET_SIZE);

  uw_service_init_(&transport->service, service_start_handler_,
                   service_event_handler_, service_stop_handler_, transport);

  uw_device_register_service_(transport->device, &transport->service);

  UwSettings *settings = uw_device_get_settings(transport->device);
  settings->supports_ble_40 = true;

  return true;
}",0.0,0.0,--,--,--
dm7h-fpga-event-recorder-4e53bab/src/Logikanalysator/USB-TPLE/Microcontroller_Firmware/LUFA_Based/DualSerial/LUFA_100219/LUFA/Drivers/USB/Class/Host/MassStorage.c,"Sends a MASS STORAGE RESET control request to the attached device, resetting the Mass Storage Interface and readying it for the next Mass Storage command. This should be called after a failed SCSI request to ensure the attached Mass Storage device is ready to receive the next command.",1,"uint8_t
MS_Host_ResetMSInterface(USB_ClassInfo_MS_Host_t *const MSInterfaceInfo) {
  USB_ControlRequest = (USB_Request_Header_t){
      .bmRequestType = (REQDIR_HOSTTODEVICE | REQTYPE_CLASS | REQREC_INTERFACE),
      .bRequest = REQ_MassStorageReset,
      .wValue = 0,
      .wIndex = MSInterfaceInfo->State.InterfaceNumber,
      .wLength = 0,
  };

  Pipe_SelectPipe(PIPE_CONTROLPIPE);

  return USB_Host_SendControlRequest(NULL);
}",0.0,0.0,--,--,--
graphitemaster-redroid-9cdd940/string.c,Constructs an empty managed string object.,2,"string_t *string_construct(void) {
  string_t *string =
      memcpy(malloc(sizeof(string_t)),
             &(string_t){.buffer = malloc(8), .allocated = 8, .length = 0},
             sizeof(string_t));
  *string->buffer = '\0';
  return string;
}",0.0,0.0,--,--,--
dm7h-fpga-event-recorder-4e53bab/src/Logikanalysator/USB-TPLE/Microcontroller_Firmware/LUFA_Based/estick_firmware/LUFA090605/Demos/Host/MassStorageHost/MassStorageHost.c,"Task to set the configuration of the attached device after it has been enumerated, and to read in blocks from the device and print them to the serial port.",1,"TASK(USB_MassStore_Host) {
  uint8_t ErrorCode;

  switch (USB_HostState) {
  case HOST_STATE_Addressed:

    USB_ControlRequest = (USB_Request_Header_t){
        .bmRequestType =
            (REQDIR_HOSTTODEVICE | REQTYPE_STANDARD | REQREC_DEVICE),
        .bRequest = REQ_SetConfiguration,
        .wValue = 1,
        .wIndex = 0,
        .wLength = 0,
    };

    Pipe_SelectPipe(PIPE_CONTROLPIPE);

    if ((ErrorCode = USB_Host_SendControlRequest(NULL)) !=
        HOST_SENDCONTROL_Successful) {
      puts_P(PSTR(""Control Error (Set Configuration).\r\n""));
      printf_P(PSTR("" -- Error Code: %d\r\n""), ErrorCode);

      UpdateStatus(Status_EnumerationError);

      while (USB_IsConnected)
        ;
      break;
    }

    USB_HostState = HOST_STATE_Configured;
    break;
  case HOST_STATE_Configured:
    puts_P(PSTR(""Getting Config Data.\r\n""));

    if ((ErrorCode = ProcessConfigurationDescriptor()) !=
        SuccessfulConfigRead) {
      if (ErrorCode == ControlError)
        puts_P(PSTR(""Control Error (Get Configuration).\r\n""));
      else
        puts_P(PSTR(""Invalid Device.\r\n""));

      printf_P(PSTR("" -- Error Code: %d\r\n""), ErrorCode);

      UpdateStatus(Status_EnumerationError);

      while (USB_IsConnected)
        ;
      break;
    }

    puts_P(PSTR(""Mass Storage Disk Enumerated.\r\n""));

    USB_HostState = HOST_STATE_Ready;
    break;
  case HOST_STATE_Ready:

    UpdateStatus(Status_Busy);

    if ((ErrorCode = MassStore_GetMaxLUN(&MassStore_MaxLUNIndex)) !=
        HOST_SENDCONTROL_Successful) {
      ShowDiskReadError(PSTR(""Get Max LUN""), false, ErrorCode);
      break;
    }

    printf_P(PSTR(""Total LUNs: %d.\r\n""), (MassStore_MaxLUNIndex + 1));

    if ((ErrorCode = MassStore_MassStorageReset()) !=
        HOST_SENDCONTROL_Successful) {
      ShowDiskReadError(PSTR(""Mass Storage Reset""), false, ErrorCode);
      break;
    }

    SCSI_Request_Sense_Response_t SenseData;
    if (((ErrorCode = MassStore_RequestSense(0, &SenseData)) != 0) ||
        (SCSICommandStatus.Status != Command_Pass)) {
      ShowDiskReadError(PSTR(""Request Sense""),
                        (SCSICommandStatus.Status != Command_Pass), ErrorCode);
      break;
    }

    if (((ErrorCode = MassStore_PreventAllowMediumRemoval(0, true)) != 0) ||
        (SCSICommandStatus.Status != Command_Pass)) {
      ShowDiskReadError(PSTR(""Prevent/Allow Medium Removal""),
                        (SCSICommandStatus.Status != Command_Pass), ErrorCode);
      break;
    }

    puts_P(PSTR(""Waiting until ready..""));

    do {
      Serial_TxByte('.');

      if ((ErrorCode = MassStore_TestUnitReady(0)) != 0) {
        ShowDiskReadError(PSTR(""Test Unit Ready""), false, ErrorCode);
        break;
      }
    } while ((SCSICommandStatus.Status != Command_Pass) && USB_IsConnected);

    if (!(USB_IsConnected))
      break;

    puts_P(PSTR(""\r\nRetrieving Capacity... ""));

    SCSI_Capacity_t DiskCapacity;

    if (((ErrorCode = MassStore_ReadCapacity(0, &DiskCapacity)) != 0) ||
        (SCSICommandStatus.Status != Command_Pass)) {
      ShowDiskReadError(PSTR(""Read Capacity""),
                        (SCSICommandStatus.Status != Command_Pass), ErrorCode);
      break;
    }

    printf_P(PSTR(""%lu blocks of %lu bytes.\r\n""), DiskCapacity.Blocks,
             DiskCapacity.BlockSize);

    uint8_t BlockBuffer[DiskCapacity.BlockSize];

    if (((ErrorCode = MassStore_ReadDeviceBlock(
              0, 0x00000000, 1, DiskCapacity.BlockSize, BlockBuffer)) != 0) ||
        (SCSICommandStatus.Status != Command_Pass)) {
      ShowDiskReadError(PSTR(""Read Device Block""),
                        (SCSICommandStatus.Status != Command_Pass), ErrorCode);
      break;
    }

    puts_P(PSTR(""\r\nContents of first block:\r\n""));

    for (uint16_t Chunk = 0; Chunk < (DiskCapacity.BlockSize >> 4); Chunk++) {

      uint8_t *ChunkPtr = &BlockBuffer[Chunk << 4];

      for (uint8_t ByteOffset = 0; ByteOffset < (1 << 4); ByteOffset++) {
        char CurrByte = *(ChunkPtr + ByteOffset);

        printf_P(PSTR(""%.2X ""), CurrByte);
      }

      puts_P(PSTR(""    ""));

      for (uint8_t ByteOffset = 0; ByteOffset < (1 << 4); ByteOffset++) {
        char CurrByte = *(ChunkPtr + ByteOffset);

        putchar(isprint(CurrByte) ? CurrByte : '.');
      }

      puts_P(PSTR(""\r\n""));
    }

    puts_P(PSTR(""\r\n\r\nPress board button to read entire ASCII contents of ""
                ""disk...\r\n\r\n""));

    while (!(Buttons_GetStatus() & BUTTONS_BUTTON1)) {

      if (!(USB_IsConnected))
        break;
    }

    for (uint32_t CurrBlock = 0; CurrBlock < DiskCapacity.Blocks; CurrBlock++) {

      if (((ErrorCode = MassStore_ReadDeviceBlock(
                0, CurrBlock, 1, DiskCapacity.BlockSize, BlockBuffer)) != 0) ||
          (SCSICommandStatus.Status != Command_Pass)) {
        ShowDiskReadError(PSTR(""Read Device Block""),
                          (SCSICommandStatus.Status != Command_Pass),
                          ErrorCode);
        break;
      }

      for (uint16_t Byte = 0; Byte < DiskCapacity.BlockSize; Byte++) {
        char CurrByte = BlockBuffer[Byte];

        putchar(isprint(CurrByte) ? CurrByte : '.');
      }

      if (!(USB_IsConnected))
        break;
    }

    UpdateStatus(Status_USBReady);

    while (USB_IsConnected)
      ;

    break;
  }
}",0.0,0.0,--,--,--
JohnCoatesOSS-Limitless-7246efd/External/oclint/lib/clang/5.0.0/include/avxintrin.h,This intrinsic is a utility function and does not correspond to a specific instruction.,4,"_mm256_setr_ps(float __a, float __b, float __c, float __d, float __e, float __f,
               float __g, float __h) {
  return (__m256){__a, __b, __c, __d, __e, __f, __g, __h};
}",0.0,0.0,--,--,--
pgrawehr-golgotha-5d70da4/string/string.h,Attempts to convert the string to a number.,2,"i4_str *read_string();

w32 read_ascii(char *buffer, w32 buffer_size);

sw32 read_number(i4_bool throwexception = i4_F);

double read_float(i4_bool throwexception = i4_F);
}
;

virtual ~i4_const_str(){};

const iterator end() const { return ptr + len; }
iterator end() { return ptr + len; }

const iterator begin() const { return ptr; }
iterator begin() { return ptr; }

w32 length() const { return len; }",0.0,0.0,--,--,--
parapluu-encore-3d5e973/src/runtime/stream/stream.c,Close a stream,2,"void stream_close(pony_ctx_t **ctx, stream_t *s) {
  struct scons *scons = scons_mk(*ctx, NULL);
  scons->eos = true;
  future_fulfil(ctx, (future_t *)s, (encore_arg_t){.p = scons});
}",0.0,0.0,--,--,--
HarveyHunt-howm-81b1d82/src/monitor.c,Create a single monitor for use with default X11.,2,"static void scan_x11_monitor(void) {
  monitor_t *m =
      create_monitor((xcb_rectangle_t){0, 0, screen_width, screen_height});

  add_ws(m);
}",0.0,0.0,--,--,--
